Gene_Symbol	P-Pm-01-02_FPKM	P-Pm-01-03_FPKM	P-Pm-1-01_FPKM	P-Pm-1-02_FPKM	P-Pm-1-03_FPKM	P-Pm-10-01_FPKM	P-Pm-10-02_FPKM	P-Pm-C-01_FPKM	P-Pm-C-02_FPKM	P-Pm-C-03_FPKM	P-Pp-01-01_FPKM	P-Pp-01-02_FPKM	P-Pp-01-03_FPKM	P-Pp-1-01_FPKM	P-Pp-1-02_FPKM	P-Pp-1-03_FPKM	P-Pp-10-01_FPKM	P-Pp-10-02_FPKM	P-Pp-10-03_FPKM	P-Pp-C-01_FPKM	P-Pp-C-02_FPKM	P-Pp-C-03_FPKM
AXIN1	7.942537	7.986121000000002	8.433482000000001	8.193358	8.560136	8.797343	9.053008	9.297265	8.23975	8.668495	8.447799	5.3621690000000015	7.620605999999999	9.162282	8.996888	7.809446	9.434248	10.747291	9.319779	8.162859	8.424237	7.575582000000002
AXIN2	0.934977	0.866965	0.943194	0.811746	0.8716430000000001	0.548697	0.600102	0.918515	0.849037	1.033817	0.495209	0.509984	0.707253	0.664243	0.602016	0.830082	0.563275	0.563966	0.375262	0.734883	0.8048850000000001	0.565916
BAP1	19.973534	21.836861	19.137372	21.434442	21.39225	17.939598	16.620684	22.551703	20.82286	20.473774	20.560362	18.258808	21.32212	21.102089000000007	21.280875	21.564436	16.120774	17.335074	16.847685000000002	23.071446	21.385747	21.442556
BRAP	5.953022	6.099169	5.5917900000000005	5.896111	6.243945	5.300987	5.409889	5.716956	5.549871	5.866151	5.984958	6.154573	5.861503	6.165466	5.587544	6.53094	5.613212	5.579169	5.60305	5.781959	5.789948000000001	6.03351
CDC7	6.239499	6.101896	5.743755	5.040906	6.167235	3.099232	3.419534	4.657649	5.655143	5.45553	5.837889	6.659078999999998	5.846901	6.295394	6.058072	6.20889	3.965667	3.983974	3.808991	5.099032	6.190314	5.778425
CDC45	13.241869	11.450465	14.342575	12.77293	13.490075	4.094822	4.393421	13.586214000000002	12.950324	13.303839000000002	13.098675	12.451157	12.176391	12.877093	14.636272	13.028553	5.446496	4.716652	5.309602	14.016327	13.47209	12.170877
FZD1	4.715088	4.971131	4.681466	4.506943	5.093473	1.889056	1.858517	4.628933	4.640028	5.515829	5.217866000000001	3.922229	5.0208949999999986	5.2835160000000005	4.9890940000000015	4.980359	1.800077	2.022797	2.012601	4.879761	5.448095	5.4648400000000015
FZD4	11.010431	10.874134	10.939388	10.881353	12.209309	13.927219	13.953187	9.262521	11.451892	10.982105	12.845572	14.268649	13.60462	12.840781	13.342494	12.947144	14.931762	14.162803	13.746305	11.517691	12.002749	13.214348
FZD6	17.358005	17.377762	18.562874	16.947514	18.987237	19.469954	18.456831	13.759754999999998	16.841932	16.368651999999994	16.727741	20.269381	18.494453	17.005055	17.656929	18.422931	18.848167	17.781873	19.874404	15.514126	16.517491	17.309742
FZD7	7.800183	8.052635	7.899489	8.598532	7.2827009999999985	5.387674	5.362674	7.934968	8.357467999999999	8.429367999999998	7.29123	5.5457730000000005	6.363733	6.709445	7.279205	6.9682520000000014	6.267714	6.140213	6.101483	6.840576	7.4202270000000015	7.469258
FZD8	5.180067	5.3608980000000015	5.888131	6.169886	6.035358	6.373888	5.895011	6.386063	6.232596	6.203026	5.968239	5.250247	6.494136	7.801439	7.614625999999999	6.399392	5.775035	5.573114	5.665945	7.244528999999999	6.368098000000002	6.431329
FZD9	0.293449	0.175215	0.249766	0.230095	0.225005	0.339037	0.4442430000000001	0.318278	0.285737	0.190319	0.18512	0.194044	0.315293	0.187852	0.17995	0.358245	0.202243	0.678183	0.33313200000000004	0.27620700000000004	0.392019	0.387173
HYAL3	1.843534	2.012675	1.922404	1.979265	2.28603	1.266363	1.331878	2.046541	1.66274	2.04934	2.119815	1.672591	1.816589	2.122452	1.854916	1.7741220000000002	1.249287	1.562753	1.159861	2.07412	2.089257	1.770532
MAD1L1	12.718657	12.920404	12.128945	11.426588	11.092187	8.205527	9.002142999999998	13.227510999999998	12.630048	12.219208	12.819115	10.961699	11.89398	13.502067000000002	13.075922	11.06017	9.495349	9.717283	8.710873	13.638577	12.340286	11.381444
NME5	0.225435	0.15274200000000002	0.167698	0.365958	0.380632	0.138078	0.075275	0.108085	0.16414	0.244515	0.18956	0.40689	0.359947	0.042399	0.289639	0.227137	0.30498000000000003	0.248098	0.295654	0.287948	0.404894	0.291604
PIP5K1A	22.726571	22.062964	21.254146	23.624708	24.517121	21.263295	21.350964	19.176643	21.566362	22.869145	22.93874	22.050751	23.151042	23.289	23.07193	23.793515	23.720297	22.971722	22.315665	21.720411	22.817509	21.783475
PIP4K2B	17.806416	18.967951	18.029959	18.209661	19.282876	17.530956	16.185644	17.468643	16.813991	17.626911	19.148905	17.873764	18.839209	18.676864	17.806186	18.989201	17.539614999999998	17.715132	17.484207	18.6741	18.143264	19.902698
PLA2G6	0.817624	0.8386450000000001	0.515586	0.694639	0.533366	0.5024890000000001	1.090253	0.58095	0.656699	0.924729	0.54335	0.47008	0.5066039999999999	0.382635	0.481665	0.484767	0.802786	0.8431790000000001	0.5439470000000001	0.6572180000000001	0.580654	0.6829350000000001
SLC25A11	26.044538	22.463946	22.579202	25.367301	23.009564	25.611214	24.229516	28.617813	26.041645000000006	24.706405	26.768184	21.966212	24.421421	25.902957	27.151361	23.668199	22.469084	23.311258	24.535633	27.579486	25.14724	26.693195000000006
SPARCL1	1.210124	1.389114	1.431675	1.536065	1.488102	1.557051	1.829462	1.163931	1.939395	1.339085	1.277209	1.4787629999999998	1.507676	1.151764	0.8923979999999999	1.460583	1.958112	1.733611	2.302305	0.951947	1.334472	1.487424
SPOP	13.18075	13.851512	13.654759	14.086209	12.908553	12.059866	11.178919	10.840467	12.660288	12.529767	13.450853	15.151285	14.023345999999998	13.788693	13.267391	13.971433	12.133062	11.329105	12.394101	13.576191	13.349471	14.793929
SRPX	75.646436	73.672024	76.19767900000002	82.224221	82.347421	120.160669	118.401685	70.06053	71.581764	72.030203	87.19480899999998	88.125973	83.334707	88.59752399999998	87.98100500000002	85.847251	109.228763	110.993221	111.162403	84.20661199999998	82.895593	82.134254
TAGLN2	392.904325	410.20497400000005	406.766384	431.370589	419.423601	284.394103	268.735164	392.325052	395.326906	400.965561	405.595456	363.19293	387.153853	412.700192	413.852172	401.771873	287.81121	290.968236	282.163452	391.418439	394.562298	406.905526
ULK1	7.328763	7.731511999999999	7.484441	7.677860000000001	7.429396	8.005105	9.013581	8.451531	7.470328999999999	7.93515	6.967817	4.898182	6.726842	7.508394	7.587550999999999	7.42576	8.699253	8.621113000000001	8.814179	7.435161999999999	7.391288999999999	7.182904
UXT	31.560431	31.184314	29.648757	32.049563	32.062036	33.450533	32.658362	31.872496	32.496521	31.468494	36.418571	32.627811	33.742617	28.788602	29.055632	32.633659	33.10861	33.16255	34.725853	34.334589	35.690532	31.286508
EEA1	7.391355	8.418187	8.431132	7.484507000000002	8.049813	7.3583630000000015	8.242574000000001	5.366172	7.363525	7.669204	6.951467	8.773117999999998	8.193953	8.393969	7.845157	7.701148	8.067984	7.915694999999999	7.678802	6.7767490000000015	7.452885	7.827244
BCAR3	16.961610999999998	16.399567	19.288095	17.575963	18.464525	21.212769	20.551479	17.123256	16.192644	16.545007000000002	17.437666	15.601454	15.705373000000002	18.650555	17.830979	17.449220999999998	24.248696	23.380315	23.788224	17.685160999999994	16.844653	17.259403
STX7	3.125217	3.855954	3.777977	3.950564	3.800418	4.083249	4.023975	2.824107	3.647665	3.711212	3.374296	4.329902	3.934985	3.801413	3.5176870000000005	4.025642	6.189639	3.91863	3.771949	3.235478	3.57643	3.770597
LTBP4	11.498797	11.786579	13.354554	12.30605	12.333774	20.490534	21.452324	14.227934	11.964756	13.265697	11.682094	7.132378	11.22471	11.91585	13.212370000000002	12.394685	20.776147	23.380785	21.209829	12.391326	12.482014	12.441869
ZNF282	8.095550999999999	9.441675	9.109485	9.151406	8.770318	7.969357	8.001014	9.233535	8.839991	8.566208999999999	7.929624	6.231376999999998	7.824661	8.813367999999997	7.983497	8.133467999999999	8.159538000000001	8.928758	8.404859	8.693252000000001	8.409557000000001	9.58008
STK24	13.735202	11.698893	15.301169	14.510117	16.361244	13.723764	14.519487	11.196627	11.937617	13.537375	13.758018	16.979152	13.764163	15.036414	16.708026999999998	12.822646	14.450748	16.944712	14.245999	14.759757999999998	16.530838	13.212729
RECK	5.331333	5.327142	5.179085	5.277239	5.719107	4.324802	5.379301	3.833027	4.600704	4.934801	5.076804	5.554005	5.348676	5.794859	4.916358	5.3269400000000005	5.403965	5.183402	4.894055000000002	4.766984	4.4939550000000015	4.9729800000000015
CAVIN2	14.855526	15.182847	16.324553	15.622979	17.792107	13.331275	13.723589000000002	13.776744	16.106272	15.486731	17.040070999999998	17.408533	17.113523	16.96702	16.890772	16.345135	13.612851999999998	12.081476	12.985215	15.673571	16.491041	16.592709
RAD54L	5.656947	4.7898489999999985	4.941475	5.095218	5.575754	1.6983400000000002	1.49381	5.056049	5.485595	4.2275589999999985	5.420387	4.781175	4.475569	5.263679	5.55795	4.381643	1.995236	1.6670029999999998	2.118535	5.396366	4.697304	5.254291
NSMAF	13.541702	14.367776999999998	14.888288	14.09234	13.896168	14.325199	13.280194	12.493238	13.674779999999998	14.677718	13.043743	14.426676	13.750232999999998	12.97092	14.095659	13.539425	13.007225	14.006216	13.266901999999998	13.326163	12.277064	13.662398
NCK2	16.139939000000002	15.613508	16.551243	16.741934	16.226077	13.506709	15.501972	16.042355	15.817047	16.570923999999998	15.802979999999998	12.786615	14.459576	16.703574	15.536785	15.599677	14.364717	13.561603	14.237313	13.94436	16.885847000000002	16.342545
GNPAT	23.398572	26.129924	25.443361	24.600415	26.407137	25.47145	24.08633	20.490924	24.315834	21.724781	22.643197	26.094238	24.440449	22.179772	21.111478	24.002171	23.45217	23.028529	23.292761	22.577608	22.339128	23.165077
DYRK3	2.855687	2.880897	3.068132	3.14007	3.15344	3.787183	3.683101	2.475495	2.851398	2.609901	2.9741720000000003	2.99235	3.122559	3.223307	2.824693	3.747671	3.828318	4.049595	3.946793	2.848465	2.907124	3.222407
DYRK2	4.336444	4.590587	4.404064	4.449667	4.6623660000000005	3.375377	3.390042	3.811884	4.371079	4.564189	4.09503	4.016697	4.394197	4.20335	4.238889	4.155518	3.514816	3.284114	3.69403	3.552119	4.107583	3.930764
DUSP11	10.747687	12.193701	14.326466	12.96702	12.766078	12.4075	11.071905	9.323218	10.692945	11.178429	13.647523	12.142904	13.815231	13.377772	12.790538	14.315022	11.725483	11.593616	12.741125	10.811588	13.378919	13.89631
DOC2B	0.187232	0.161617	0.165523	0.103272	0.127503	0.149206	0.32777399999999995	0.14761	0.182012	0.172301	0.148341	0.070133	0.221378	0.045762	0.18316	0.128244	0.19285	0.3452	0.18555	0.096799	0.150547	0.16205799999999998
DHX16	14.382648	13.819556	13.423367	13.957118	14.600526	12.216683	12.029554	14.088521	13.718603	13.734685999999998	14.192038	13.683593	13.924711	14.779215	14.82069	14.981283	12.743961	12.398419	11.610102	16.49843	16.811759	15.536472
CUL4B	40.077397	41.38022	41.227043	40.924416	42.344228	95.190082	98.527025	30.333167	39.775068	39.499426	43.257749	52.35309	46.140162	44.820038	43.43368	44.67811500000001	92.091971	95.310367	94.682401	39.37821	44.628385	43.170546
CUL4A	27.12273	27.458912	26.678701	26.973762	29.165373	26.201998	25.637084	26.460315	27.965287	26.391343	25.646861	27.954464	25.526198	26.595169	26.520312	27.13714	25.637346	26.896025	24.910966	25.928287	25.100587	25.044749
CUL3	13.746748	13.821366	15.974043	14.11041	15.169179000000002	12.645546	13.049155	11.076877	13.222442	13.734528	14.049203	15.08266	13.325421	13.6845	14.287918	13.972185	12.913098	12.117623	12.543591	13.402878	13.060273	13.379771
CUL2	15.130642000000002	16.179409	16.885745	15.739715	16.877372	14.477954	14.613136	12.839311	16.137557	14.795403	16.743369	19.54905	17.212884	17.271284	15.889518	16.779247	14.852551	13.68259	14.093994	15.328534	15.924218	16.531595000000006
CUL1	26.622522	26.170985	27.389783	25.22854	26.655997	23.772779	23.864479	22.280718	24.467498000000006	24.453745	25.701222	26.554116	27.082883	26.471865	25.425741	25.37113	23.746781	23.668552	24.17056	25.321449	24.886764000000003	26.261359
ATRN	12.450073	14.745443	15.559733	15.076007999999998	17.653861	18.474168	18.464542	14.998120000000002	13.973043	14.878317	14.364018	14.174263	14.56006	14.651984	13.132877	13.656005	17.395073999999994	18.68534	17.417144	12.351259	13.023033	13.818471
TTF2	3.907166	4.170733	4.367101	4.215039	4.135122	3.800863	4.069787	3.651289	4.10176	3.884247	3.5850660000000003	3.956107	4.3833	4.416826	4.384774	4.3771580000000005	3.862529	4.285723	3.934141	4.184267	3.772734	4.10095
TPST2	5.332936	5.744436	5.817732	5.316822	5.247165	6.216198	6.373919	5.531211	5.046215	5.8701349999999985	5.3645580000000015	4.248414	5.370501	5.676054	5.42779	4.820229	6.264944	5.704438	6.339894	5.192789	5.283625	5.892648
TPST1	10.732001	11.498799	11.417593	12.117132000000002	10.942541	10.11276	9.406659	10.648589	10.561339	11.214577	13.513209	12.391619	11.688581	13.182479999999998	12.172118	11.655073	9.947384	8.903864	8.874432	12.268281	12.397861	14.373777
KLF11	1.890334	2.000932	1.848367	1.92143	2.095837	3.423617	2.808125	1.697806	1.846806	1.871277	1.380138	1.977567	1.885505	1.7458509999999998	1.59619	1.781107	2.648216	3.074349	3.114371	1.7184419999999998	1.684878	1.795745
TEAD2	24.790508	25.073929	24.783336	23.929341	23.420199	15.773875	15.604282	25.910313	25.162851	25.07337	25.26226	22.242479	22.59058	24.524088	23.899951	22.631592	17.145099	15.954582	15.823529999999998	23.809049	24.178074	22.967028
SUPT3H	2.4097310000000003	2.1084810000000003	2.928477	2.083543	2.080217	3.643738	3.0027220000000003	2.315667	2.275423	2.599683	3.293784	2.56997	3.09504	1.858697	2.564914	1.7021689999999998	2.559823	3.268063	2.628323	3.443162	2.628723	3.386107
SMARCA5	19.070173	20.803356	22.17044	19.513652	20.963227	15.051524	14.556717	16.235201	19.689756	19.952263	23.190832	23.05897	21.708086	21.950844	22.350059	21.452379	15.504998	15.29083	14.683217	19.960817	20.651228	22.229621
SORBS2	3.705508	4.125126	4.228115	3.934713	4.235837	7.083146000000001	8.830727	3.887132	4.061271	3.595652	6.796086	6.721951	4.91619	6.02986	5.410165	6.092427	9.454809	9.385488	9.874749	5.058726999999998	4.88091	5.079148
OGT	27.791303000000006	27.494819	27.306917	27.903652	29.957593	38.482391	38.964501	24.271377	26.636856	27.790282	24.835946	25.053337	26.787962	24.946042	25.124867	27.317897	36.748986	39.508671	37.721289	23.359533	24.783836	26.393499
CDC42BPA	12.459091	13.390908	13.060945	12.221734	13.560776	13.689583	13.965877	10.006004	13.21091	12.453809	10.94149	12.127604	12.4086	12.403087	12.067076	12.63466	13.312301	14.487296	14.021291	10.9857	11.429043	12.17473
HIRIP3	7.243705	5.8984260000000015	7.0701649999999985	7.042064999999999	6.9454720000000005	3.638516000000001	4.065983	6.1489080000000005	6.943664999999998	6.465863	5.621781	5.819824	5.967691	7.451362	5.877747	6.623925999999999	4.04033	4.040868	3.979863	6.6520350000000015	5.9050400000000005	6.115137
RAE1	16.865891	16.636025	18.142392	17.396139	17.956188	12.984614	10.978424	15.243429	17.003313000000002	16.105386	15.473835	17.59478	16.417737	17.63445	18.578637	16.443242	12.317574	13.666851	12.317038	18.328168	16.89319	18.659346
OFD1	3.275128	2.958214	3.916734	2.985101	3.2866660000000003	3.330954	3.337049	2.944835	3.4202470000000003	3.109561	3.681412	4.136317	3.205072	3.0445290000000003	3.393209	3.275212	2.665069	2.341386	3.581258	3.084023	3.33072	2.668137
SEMA7A	36.844611	35.942708	35.186722	35.742847	36.114356	22.117536	20.565076	38.608281	35.131015999999995	32.667521	33.185257	25.518078	30.56742	36.63184	35.837845	33.682396999999995	22.576624	23.813174	23.649655	36.962557	33.620296	32.450171000000005
GEMIN2	5.238493	5.563609	6.012071	5.437967	5.559699	4.683921	5.294443	4.341052	4.479995	5.067309	5.321831	4.677419	5.381063	5.852051	5.137742	6.036418	5.712528	5.025335	4.837582	5.542508	5.180644	6.10088
RGS5	14.582045	15.196573999999998	18.034725	17.027698	18.570859	19.239471	18.755316	11.381803	17.052041	15.116168	7.9259210000000015	9.389189	7.203067	8.722006	9.243035	7.979611	9.241112	8.718214999999999	9.1378	6.715099	6.519899	7.246653
MAP4K3	7.499507	8.585163	8.431899000000001	7.735141	7.781621	8.081771	7.949892	6.330985	7.7992149999999985	8.808785	7.914953	9.30348	8.810516999999997	8.315672	7.638756	8.192302999999999	8.317155	8.238207000000001	8.262789999999999	7.160275	8.139105	7.922510000000001
PRSS12	16.568107	15.714138	16.671155	15.974504	16.024353	13.405306	13.628488	16.130221	15.80919	15.998475	14.319816	13.435984	14.243456	14.347644	14.342648	14.505551	13.746829	14.220326000000002	13.328314	15.354072	14.081651	13.778366
PPM1D	3.5966690000000003	3.429346	3.572271	3.344434	3.403578	2.4574	2.983248	2.8484990000000003	2.992642	3.420946	3.200411	3.10181	3.148888	3.5210480000000004	3.20437	3.816039	2.935964	2.533514	2.3265990000000003	3.02417	2.853229	3.560827
PPFIBP2	0.223525	0.205586	0.118401	0.15307	0.111518	0.08985900000000001	0.063048	0.06930900000000001	0.122288	0.049662	0.145324	0.077069	0.07707	0.13431400000000002	0.19509	0.043071	0.031817000000000005	0.0	0.0	0.261509	0.07170499999999999	0.080945
PPFIBP1	38.006732	40.28950800000001	39.029374	39.526404	39.687755	42.333025	41.55341	30.66952	39.215586	37.795785	37.315192	39.981547	40.650493	36.634566	37.293033	40.602126	42.432785	43.082131	43.407861	34.423601	36.451152	37.890891
PPFIA4	0.054427	0.067225	0.110739	0.038305	0.088162	0.3453	0.365137	0.07649	0.078098	0.056426	0.073963	0.047935000000000005	0.087647	0.031169	0.106337	0.110579	0.4335100000000001	0.426449	0.388722	0.099609	0.100351	0.069688
RANBP3	18.770636	19.552479	18.330603	17.717975	18.450897	15.50905	14.160304	19.073627	18.411117	18.732675	18.582536	17.06771	18.857883	19.844004	18.604981	18.330212	15.973616	15.171302	15.272863	19.395334	20.743205	19.612252
PPFIA1	10.871308	11.572761	11.073052	10.467832	11.859035	9.06975	8.966981	10.448239	10.176345	11.033438	10.003351	10.224561	10.288005	10.984775	11.093937	10.757146	10.173275	10.207033	10.388316	10.989772	9.864013	10.482095
SLC43A1	4.917547	4.586045	4.474021	5.723396	4.686823	5.382194	4.891983	4.894696	4.327795	5.191452	4.180161	4.061833999999998	3.801302	4.669384	4.377193	4.5260110000000005	4.548874	4.89145	4.301099	5.033004	5.1642800000000015	4.160046
PKP4	16.186994	15.292871	15.497744	15.192063	16.056612	13.714549	13.595441	14.148132999999998	15.828612	16.381535	13.783699	13.915870000000002	12.776456	14.256362	13.788269	14.951133	13.337775	13.045131	12.860462	14.477301	12.993733	14.041585
PIK3R3	4.1445940000000006	3.956754	4.012061	3.446584	3.955048	1.356671	1.412378	3.539361	3.656902	3.526297	4.219693	4.320803	4.0430519999999985	3.783998	4.032875	3.681527	1.587742	1.357922	1.597349	3.726244	4.2996360000000005	4.348364
PEX3	4.421001	4.872147	4.625428	5.030607	4.16596	3.319417	3.3305290000000003	4.000824	4.558738	4.9698970000000005	4.916117	5.759908	4.670803	5.329377	5.067811	5.524801999999998	3.4650300000000005	3.619186	3.306681	4.707681	4.76475	4.685539
PARG	6.346413	6.570716	6.774551	6.099149	6.290651	5.812635	6.2482190000000015	5.624096	6.798887	6.041586	7.0210789999999985	7.192739	6.602356	6.212838	6.896043	6.52154	5.8131080000000015	5.862376	6.2017050000000005	6.692137	6.1527970000000005	6.8447179999999985
CNTNAP1	5.975771	5.7367	6.165942	5.6009699999999984	6.164498	6.959603	6.671369	5.838784	5.289189	6.05842	7.847415	7.004386	8.489784	7.802208999999999	7.364117999999999	7.491316	8.716031	9.212531	8.376266000000001	7.959663000000001	7.802953	7.970763000000002
ENC1	12.343726	11.418003	12.784477	12.069243	12.507554	9.373011	9.511889	11.907516	12.527867	12.28889	11.720909	12.562292	12.381504	12.688369	12.519622	12.426515	9.233758	9.893582	10.245529	12.175012	12.608288	12.927846
NIPSNAP1	28.730574	29.483284	28.699045	29.143095	30.380614	28.699933	27.684298	28.284249	27.712023	26.614356	28.269425	29.663154	28.676504	27.041296000000006	26.95103	28.855089000000003	29.664799	29.857425	29.674331	30.473714	28.656607	28.517038
NDST2	5.68088	5.6006290000000005	6.123136	5.823681	5.1239370000000015	7.380075	6.672606	5.781488	4.9028160000000005	5.261239	6.450958999999999	4.797454	5.976041	5.5444330000000015	6.322135	5.664659	6.46882	6.921063	7.8106	5.741757	5.1748379999999985	5.315844
MMP23B	0.168254	0.207441	0.14086700000000002	0.166277	0.385029	1.842892	1.685777	0.204774	0.508885	0.168293	0.265544	0.043668	0.210091	0.21628000000000006	0.13378900000000002	0.152324	1.3314979999999998	1.385602	1.824589	0.115931	0.181281	0.416715
KCNAB2	0.510116	0.245962	0.334563	0.379873	0.511483	2.323057	2.451716	0.295466	0.353935	0.636817	0.418716	0.345573	0.481634	0.367237	0.381374	0.473583	2.5204310000000003	2.790723	2.442977	0.4066030000000001	0.31541	0.430372
ITGA10	12.750728	12.8022	13.196134	13.201349	13.583835	15.960324	15.073196	12.594114	12.175976	13.190488	11.263754	10.172343	11.418513	10.348122	10.706217	12.124332	13.947574	14.332766	15.283751	12.255762	12.014203	11.968662
ITGA8	0.104243	0.045479	0.100712	0.087744	0.067041	0.079636	0.143959	0.054116	0.041301	0.053462	0.033315	0.035857	0.041792	0.024254	0.062201	0.030542000000000007	0.093511	0.099281	0.05629	0.015050999999999997	0.0	0.0
IKBKG	13.688510999999998	14.741909	15.679605	14.080223000000002	14.213652	13.699388	13.257924	15.868332	14.781267	14.526159	14.265221	11.579203	14.210765	15.737006	15.434422	14.44335	13.90471	14.804753	14.634487	16.008461999999998	16.036853	15.177182
ELP1	11.466225	12.676544	12.458444	12.266889	12.274793	11.451524	11.041545	10.582999	11.832977	12.174012	12.148605	13.440307	13.428848	11.519474	12.123288	12.4665	11.599503	12.490489	11.73475	11.918627	11.845641	11.920153
IFITM1	10.965066	10.759843	9.76931	9.216795	9.677026	18.903223	19.863379	11.374907	11.051189	10.602489	129.127365	129.421921	156.326126	113.146027	86.470589	142.36013799999995	151.00647	157.577148	150.625427	143.260605	156.960388	129.205002
HAT1	32.65351500000001	31.480183	33.599929	30.841246	32.895694	15.350611	16.45541	23.709168	31.965171999999995	28.12287	32.720785	39.346358	34.759316	35.134028	33.05603	34.447472	18.563014000000006	18.614736	16.300545	33.351744000000004	33.635525	32.461031
DGKZ	19.038886	17.458067	18.873689	19.629577	20.281996	15.130932	17.084459	21.403889000000003	20.34563	19.273219	19.953569	14.401917	18.683447	21.184683	20.946774	17.944753	15.91449	16.990789000000003	15.451231	20.953161	20.866775	21.013727
DGKE	1.065023	1.292724	1.202791	1.257952	1.395647	1.255938	1.353801	0.975611	1.198134	1.035985	1.194743	1.426402	1.304214	1.111116	1.301921	1.411985	1.473842	1.390325	1.432504	1.106977	1.093526	1.391656
DGKD	5.094113	5.308731	4.860307	5.019417	5.451689	6.399045	6.823567999999999	5.568107	5.0346470000000005	5.463921	4.7133379999999985	4.330806	5.2279019999999985	5.017752	4.96258	4.946776	6.330913	7.336562	7.184617	5.217285	4.976161	5.31494
DDO	0.316129	0.186559	0.232571	0.077912	0.198348	0.498816	0.4551810000000001	0.240692	0.296439	0.261569	0.217613	0.433839	0.526724	0.220882	0.208279	0.28733800000000004	0.607306	0.6444439999999999	0.653237	0.374887	0.54591	0.417494
YBX3	110.932673	112.951698	116.012239	115.408827	115.105579	167.450532	162.81198899999995	111.714831	106.402725	106.142722	111.889998	101.206033	106.682596	109.326844	119.442841	113.650263	157.149239	156.657732	154.978859	116.266154	115.140354	115.072753
CPZ	0.076849	0.159198	0.153814	0.093754	0.124532	0.618294	0.7326020000000001	0.095715	0.075875	0.15081	0.180653	0.21022800000000005	0.157404	0.232972	0.114659	0.142877	0.530525	0.525253	0.5340590000000001	0.15653699999999998	0.116055	0.053499
COPS3	36.949893	34.965583	35.597352	36.987095	36.952666	26.070139	25.073596	34.006856	36.337707	36.468705	36.256211	38.423248	34.788443	35.856817	33.974726000000004	36.000562	24.560803	25.974193	24.495171	37.300226	37.431884	38.860974
CHST1	9.151901	8.064152	7.791359	8.442296	8.002367999999999	8.570838	8.648	8.907358	7.490625	8.894183	6.966074000000001	3.869081	5.211292	6.07584	7.355074	5.937238	4.969174	4.882264	5.86333	6.303088	6.751857000000001	5.9841120000000005
CBX4	4.219169	4.697575	4.587089	4.823588	4.653226	4.198791	4.196934	4.713516	4.1745470000000005	4.461601	4.7854160000000014	3.140904	3.642615	5.4043730000000005	5.661208	4.325629	4.307937	4.303441	3.906672	5.107482	5.480266	4.335562
CAMK1	10.237745	8.760406	11.224188	10.641442	9.790139	8.979678999999997	9.966224	10.248819	10.517176	9.854447	8.795032	8.085164	8.058113	10.333913	11.1786	9.351952	8.556147	10.742067	9.730886	9.322358	10.883317	10.03879
API5	33.601878	34.050764	37.575862	34.619921999999995	36.834828	29.593319	29.16331	26.952286	33.780876	34.062388	36.183101	39.259731	36.221344	37.173918	35.456839	36.54187	30.252947	28.462338	27.885441	33.24793	33.421535	35.816363
AGPS	10.017501	10.442315	10.925638	10.876314	11.577017	10.80715	10.999679	8.107133000000001	10.506169	10.050868	10.850811	13.275118	11.765731	11.772859	10.979077	11.126793	11.654198	10.713993	11.3071	9.927302	10.488024	11.656009
PPFIA3	0.300719	0.268449	0.331593	0.247371	0.296119	0.194666	0.254617	0.280913	0.214216	0.204685	0.242174	0.251008	0.374475	0.219683	0.281771	0.277598	0.331897	0.25444	0.262515	0.368266	0.358756	0.263081
APOL1	2.069126	2.152364	2.343344	2.070265	1.906109	3.716727	3.937919	2.128959	2.237256	2.187667	5.078823000000001	5.9294699999999985	6.188255000000002	5.09466	5.0267089999999985	5.550232	5.784713	6.670217999999998	5.882324	5.5647150000000005	5.506768	5.371518
LMO4	7.747184	8.63306	8.552551	9.262744	8.502668	7.799848	7.396514999999999	7.485471	8.575124	8.519912	7.900997	7.848608	9.024324	7.994515	7.640275	8.511083	8.222075	8.181525	8.283631	6.994192999999999	8.748834	8.295336
PIR	12.783137	12.793162	13.266353	13.33061	13.297871	28.594668	29.383303	12.003379	12.720744	14.031673	13.865088	16.575957	13.977742999999998	14.701035	13.650735999999998	14.305996	30.313603000000004	29.91887	30.561678000000004	12.528058	13.532778	12.998656
CGGBP1	19.422064	22.653067	21.753114	21.553855	22.804912	19.329539	17.537508	16.07961	21.262163	20.857876	20.280398	23.597075	22.143798	22.110587	21.586143	23.021321	19.188005	19.3581	18.353037	17.093869	20.084717	22.013416
AP3B1	24.318933	24.913737	25.555183	25.957302	25.56773	20.645892	18.94786	20.250198	24.722106	25.685587	23.298242	29.01942	27.038686	25.512655	23.969913	26.389288	21.754479	20.77316	20.771268	24.864888	23.757831	25.55018
FCN3	0.0	0.15351199999999998	0.194458	0.197386	0.0	0.090189	0.326153	0.096372	0.0	0.048116	0.0	0.247339	0.255652	0.086827	0.0	0.0	0.0	0.40606	0.0	0.0	0.0	0.13738
BLZF1	9.077248	11.303604	11.824452	10.845344	11.685106	10.577224	10.994254	8.124148	10.502407	11.497984	13.4985	15.089745	14.212086	12.542122	12.537633	13.091451	12.507576	12.718771	12.95449	11.162443	14.00107	12.700997
MAPKAPK5	3.251935	4.124668	3.3253470000000003	4.292923	3.05044	3.44259	3.411288	2.799979	2.9435290000000003	2.859044	3.131288	2.922899	3.4277870000000004	3.792765	3.10123	3.675791	3.285756	3.804833	4.802986	3.499038	3.102429	3.124748
