Gene_Symbol	C-Pm-01-01_FPKM	C-Pm-01-02_FPKM	C-Pm-01-03_FPKM	C-Pm-1-01_FPKM	C-Pm-1-02_FPKM	C-Pm-1-03_FPKM	C-Pm-10-01_FPKM	C-Pm-10-02_FPKM	C-Pm-10-03_FPKM	C-Pm-C-01_FPKM	C-Pm-C-02_FPKM	C-Pm-C-03_FPKM	C-Pp-01-01_FPKM	C-Pp-01-02_FPKM	C-Pp-1-01_FPKM	C-Pp-1-02_FPKM	C-Pp-1-03_FPKM	C-Pp-10-01_FPKM	C-Pp-10-02_FPKM	C-Pp-10-03_FPKM	C-Pp-C-01_FPKM	C-Pp-C-02_FPKM	C-Pp-C-03_FPKM
NFS1	6.063907	5.9244900000000005	6.100901	6.09735	5.744914	5.995302	7.487625	7.784278	7.618196000000001	6.04839	6.494745	5.890723	6.4867620000000015	6.606127000000001	6.505013	6.670812	6.338328	7.617742	8.502073	7.788883	6.502433	6.66211	6.274302
PRC1	40.376012	38.938535	37.916207	38.68479	36.762784	39.733082	11.953101	12.753973	13.243064000000002	40.794906	37.176493	39.098927	38.639308	39.594895	39.76552	38.417594	36.362312	15.106173000000002	15.520259	14.099939	39.317376	39.699157	39.445369
SLC7A7	2.70931	2.424018	3.322664	2.528458	2.552167	3.076654	1.827511	1.763268	1.987551	2.895021	2.866012	2.260664	1.883935	1.798475	2.168882	1.596428	2.044413	1.220657	1.345038	1.59332	2.1850110000000003	2.1094630000000003	2.240519
SLC7A6	9.936927	9.967441	9.973233	10.447446	9.458328	10.474031	9.365485	9.101924	9.083209	10.458216	11.491013	10.198478	10.010084	9.442902	10.510367	10.302798	10.595348	9.409541	9.512963	9.380242	10.375719	10.443132	9.844559
PAPSS2	78.120462	72.487337	76.18267900000002	77.77714300000002	71.69836	74.63624	118.097872	123.955943	119.856919	71.23984300000002	76.353955	75.356995	82.465096	82.064937	78.957992	88.49654	84.934288	127.020281	130.160832	127.230227	86.667568	88.47243399999998	83.447357
PAPSS1	27.363306	28.198479	28.293982	28.788017	28.386089	29.828385	24.401197	24.393967	24.667757	27.833332	28.93042	27.307404	25.163957	25.697967	25.491652	25.975281	27.458828000000004	22.837814	24.212329	23.105275	25.127167	26.09693	26.891036
PIAS2	2.4187540000000003	2.4621470000000003	2.295516	2.623085	2.216024	2.508423	2.875946	2.782834	2.175868	2.340792	2.460481	2.327934	2.0512740000000003	1.786937	1.819768	2.247001	1.7871	2.551587	2.615915	2.468526	2.036223	2.1610810000000003	2.049421
MAP3K6	5.777261	5.761947	5.4705309999999985	5.6662690000000016	5.040775	5.278697	9.543514	10.530706	10.214049	5.205643	5.19647	5.415181	5.066284	5.7479260000000005	5.615986	5.575686	5.012697	10.736612	10.075058	9.458057	5.2096300000000015	5.4751660000000015	5.605816
ANGPTL1	0.085788	0.078002	0.105231	0.246266	0.102632	0.119234	0.125452	0.16303199999999998	0.075166	0.076839	0.065423	0.075519	0.385308	0.597542	0.569159	0.632919	0.420132	0.55232	0.17336300000000002	0.243378	0.504829	0.4471020000000001	0.580218
CLDN12	9.407066	8.496919	9.231154	9.227031	8.174503999999999	9.732994	8.877272999999997	9.548966	8.824192	9.200181	8.732074	8.258539	8.184846	8.947289999999997	8.458183	9.182662	9.283155	9.835057	8.964901	9.538291	8.937153	9.264301	8.53422
ASH2L	18.429724	18.337031	17.773235999999994	16.796355	16.52211	17.88435	11.385313	14.184669	11.511555	18.248626	19.570255	16.695934	18.121153	17.91028	17.225444	17.307122	19.186422	12.678382	13.476612	14.664892000000002	18.93117	19.169575	18.708705
CLDN1	2.479579	2.487275	2.175395	2.328728	2.073637	2.40611	3.022108	3.1969380000000003	3.233432	2.144068	2.216239	2.351743	4.413379	3.654246	3.996876	4.017509	3.668466	3.770532	4.316014	3.843687	3.834613	3.263666	3.855037
DIRAS3	0.903169	1.257809	0.934545	1.00968	1.442564	1.208297	0.22818400000000005	0.366849	0.392935	1.20039	1.105427	1.350248	2.569615	3.020637	1.96505	2.130593	2.058416	0.544499	0.439332	0.633238	2.465786	2.447006	3.256524
LDB2	0.700242	0.736414	0.547511	0.417602	0.749873	0.81533	0.6580159999999999	0.957437	0.747675	0.493834	0.775329	0.311355	0.585008	0.675295	0.692943	0.77454	0.738542	0.681703	1.096066	0.793729	0.414174	0.941427	0.677181
EIF1AY	14.28235	15.189553	15.112718	13.985218	15.331503	13.062628	11.522489	12.927552	10.375997	14.097251000000002	14.779260999999998	12.259327	14.898414	15.645112	14.801711	15.442134	17.032435999999993	11.42845	12.00353	11.267564	15.565932	15.452758	15.971355
PKMYT1	10.999629	9.892179	10.545849	10.657719	9.813554	9.296913	3.213822	3.4750650000000003	2.20276	10.432035	10.865898	11.638541	11.847388	11.322719	12.764158	12.064618	11.438998	3.207018	3.306886	3.377281	12.050543	12.096919	11.806609
PIGQ	7.439625	7.791326	9.740559	8.186556	6.952727	7.632395	7.405212	7.0760869999999985	7.8098800000000015	7.735344	8.071727000000001	7.9355410000000015	7.7208	8.008726	7.762807	8.771412	8.890871	7.926513000000001	7.540137	8.355315	7.874564	9.044333	8.053699
SART1	26.097265	25.860334	26.57173	24.775835	28.050387	24.337664	19.99447	17.483739	19.989384	23.104918	25.030876	23.474919	29.129849	26.319143	26.027428	26.835176	27.080013	19.098593	17.302234	15.683091	26.00647	24.197221	27.567771
DNAJA3	21.046899	21.314446	19.614623	21.967133	20.141272	21.204141	16.348781	18.318463	17.812972	20.664102	21.239048	21.195544	23.406752	21.679006	21.775677	23.036281	22.19796	18.93758	19.819804	18.436991	22.447681	22.918579	22.91383
UNC119	7.799711	9.285246	8.017092	9.311192	8.013586	7.646859	8.706713	9.970833	10.096024	7.771435	7.897725	9.818705	7.919453999999999	7.080017	8.702592999999998	8.085439	7.421753	10.181894	8.38464	10.045557	8.443980999999999	6.9532300000000005	7.491910000000002
TBX19	0.21524	0.087509	0.114508	0.212648	0.236791	0.138694	0.362037	0.416691	0.566783	0.204052	0.186801	0.16868699999999998	0.341274	0.289165	0.13888499999999998	0.240947	0.347342	0.409691	0.405262	0.418411	0.138782	0.256158	0.250029
TBX18	8.356031	8.266586	8.377218	8.61197	7.971613	8.927035	4.758497	3.951989	4.110825	9.323681	8.876174	8.252252	8.99842	9.269072	8.03482	7.193171	8.723372	4.746859	4.307472	4.356122	9.307155	9.388191	9.096426
USP14	27.399075	27.285188	26.959224	26.417591	25.333553	27.975721000000004	23.744457	24.770771	23.322702	26.507422	26.960898	26.828765	26.988084000000004	28.679138	27.578316	27.456546000000003	28.288292	24.153691	24.82966	24.047262	28.974196000000006	29.016434000000004	27.485279
USP10	28.919794	29.184598	29.432866	27.65445	26.985226	31.384439	22.724405	25.068332	24.085438	29.588345	29.898214000000007	28.552277	31.693151	33.095638	31.294974	32.54918	31.120234000000004	24.959576	24.349892	25.707076	32.177864	32.801395	34.520174
USP8	4.607036	5.32074	6.589902	6.9409839999999985	4.477231	4.954535	4.6890160000000005	4.504362	5.924383	8.896386	8.810736	6.915392	9.931543	8.503842	8.408161999999999	7.736642999999999	7.099784	6.526909	9.053637	4.898636	7.941986	7.95953	6.678739
RGN	0.388547	0.287657	0.325312	0.416757	0.499063	0.325588	0.189709	0.483467	0.475872	0.5935189999999999	0.30121	0.341028	0.624027	0.34716	0.513915	0.532035	0.344321	0.6170979999999999	0.800849	0.688653	0.312466	0.4774890000000001	0.518345
MTMR6	15.169619	14.305551	14.410951	15.035882999999998	13.998702	16.734025	11.485609	11.317327	11.021687	14.550957	15.213544	14.155806	14.603732	15.227969	14.006804	17.363751	15.297817000000002	11.705751	11.230266	11.23957	16.802888	16.204745000000006	16.134563
MTMR7	0.075187	0.043198	0.026686	0.12863	0.07849	0.266855	0.023477	0.031659	0.030215	0.194007	0.133625	0.054668	0.128129	0.16911800000000002	0.117166	0.145039	0.089793	0.105018	0.139045	0.111682	0.089087	0.210083	0.124663
MTMR4	7.108589	7.299459	7.565180000000002	7.390283	6.957675999999998	6.581959	5.930879	6.098083	6.000412	7.37149	7.5787369999999985	8.048767	6.883032000000001	7.064098	6.917665	6.810815	7.810038	6.033575	6.0072790000000005	5.465918	7.48725	7.388787	7.7432919999999985
NMI	7.843949	9.781856	8.404693	8.604635	7.998641	9.39924	7.337674000000002	7.29775	7.731483	9.17686	8.145475	7.964312	16.995084	18.826429	16.826042	15.12123	15.848378	12.469078	14.460984	11.111167	18.967035	17.22791	20.235082
MTA1	21.727228	20.861823	21.501463	22.396448	21.050465	21.03372	28.290207	31.126031	29.852856	22.330177	21.323966	21.028084	21.984557	19.828065	19.615768	19.408729	19.054159	24.032855	24.685227	22.994042	20.687486	19.291555	20.134668
LATS1	5.452392	5.990927	5.756414	5.9746690000000005	5.642757	6.068485	6.013256	5.050118	5.24589	5.53325	6.219411	5.603095	6.505742	5.756125	5.887159	5.734927	5.804703	6.7626050000000015	5.662396	6.141262	5.570667	6.070079	6.319267
ATP6V0D1	37.071421	39.119678	38.889414	40.251963	38.053194	36.461762	24.44966	29.294790000000006	23.635999	40.37572	42.106798	38.685046	40.885988	38.857542	42.074444	38.992496	38.442136	24.601278	26.188099	25.03439	37.52788	38.002855	41.782363
SEC22C	10.567285	10.735271	11.742438	10.943182	9.879572	11.365514	9.25536	9.420899	9.064612	10.121123	10.795491	11.712785	11.573044	10.363546	11.185463	11.471754	12.455175	11.264166	10.680748	10.865123	12.21442	11.530947	12.12374
INA	0.762065	0.7690560000000001	0.5897859999999999	0.614907	0.479572	0.561404	1.318141	0.971212	1.243519	0.649292	0.4721010000000001	0.6864819999999999	0.446698	0.398009	0.430141	0.424236	0.482658	1.213913	1.439561	1.07283	0.516967	0.5124449999999999	0.547636
SLC16A6	0.200037	0.133942	0.177189	0.231444	0.294697	0.225348	0.289867	0.33154	0.405171	0.319095	0.421947	0.176474	0.443954	0.491964	0.27916	0.326232	0.519564	0.411793	0.530659	0.321108	0.582642	0.5723050000000001	0.508251
SLC16A5	1.21284	1.045914	1.3947889999999998	1.128498	0.8818860000000001	1.345082	2.303127	2.542509	2.172809	1.456715	1.583978	1.153265	1.312556	1.323634	1.093735	1.355279	1.146415	2.444114	2.578698	2.797682	1.089877	1.527901	1.208293
SLC16A4	2.94501	3.154722	2.588992	2.386948	2.515088	2.509218	6.795057000000001	6.596634	6.0907160000000005	2.298392	2.997188	2.768795	2.9174130000000003	3.031013	3.492926	3.619228	3.567558	7.555425	6.865971000000001	7.430291	3.009129	3.593617	3.552257
SLC16A3	113.495152	109.604297	108.790611	105.293607	101.400779	100.664899	115.914145	142.63843400000005	117.784411	101.931116	107.276286	115.454636	121.294636	113.613512	126.657907	128.072169	111.323994	141.933303	139.245009	142.64401	123.776726	117.7308	119.235121
PDLIM1	62.33246800000001	65.386662	66.879581	64.484226	64.178154	65.439874	71.906769	79.67126400000002	71.621657	64.539147	65.154891	62.101584	71.119382	69.430084	72.602461	70.698435	67.749361	80.941588	79.704839	78.48953900000002	72.640782	71.15352299999998	71.60489
CNOT9	17.282837	16.62959	16.886489	17.574932	16.35758	16.655222	11.503626	13.265645999999998	12.212019	16.095083	17.223181	16.683488	16.345720999999998	16.295709	16.050997	16.884995	16.27709	13.057248	12.224242	11.422254	17.528734	17.522958	17.721332999999994
SMC3	13.754673	13.770128	12.868057	14.145897	13.237385	14.842016	8.433318	8.614410000000001	8.53471	14.031387	13.467939	13.566694	14.724106	14.650798000000002	13.496387	13.772211	13.29619	8.900803999999997	9.001816	8.349664	14.116621	14.147371	14.1279
PRPF4	17.955467000000006	16.967607	17.057814999999998	17.468597	16.07941	17.592164	10.436545	11.406372	10.455686	18.066231	18.554417	17.531091	18.548002	18.733758	18.574893	18.601583	19.132425	11.81907	12.655638	11.858007	20.301249	18.783667	17.927603
PRPF3	15.432555	15.331351000000002	13.961262	15.802715	16.68048	15.781713	11.564112	10.093112	10.024286	16.243875	15.475027	15.810397	14.468507999999998	15.526518	16.931229000000002	16.090913	15.715761	11.030876	9.829434	10.679306	16.22627	15.788139	15.966844
FAM50A	46.772434	47.302631	50.312988	48.98204000000001	48.568687	48.025822	53.547501	66.069725	63.347885	48.525574	48.833462	49.263268	50.377113	47.994785	49.037125	52.825954	47.80380200000001	57.079376	61.374264	55.520088	50.487236	48.771996	47.16376500000001
AIFM1	14.635596	15.780798999999998	14.516905	15.950675	15.474838	15.298916	12.832584	14.853732	13.945348	16.036645	15.855455	16.832064000000006	15.687062	15.660007	16.123528	16.816336	14.506835	15.345624	15.438397	14.065432	17.241931	16.143952	15.717489000000002
CCNB2	25.787798	25.621874	25.30101	27.539572	25.301649	25.692623	8.783352	8.980658	8.336685000000001	26.078619	28.314438	25.679365	25.695473	27.650229	25.635826	26.169682	27.051487	10.253223	10.153504	10.932707	25.448349	25.937319	27.051249
CCNE2	3.129682	2.768119	2.35301	2.771061	3.022035	3.25261	0.7830779999999999	1.117541	0.640521	2.693903	3.060077	2.690761	2.596104	2.99926	3.120178	2.552931	3.002302	0.613242	0.777408	0.5717800000000001	2.389451	3.023971	2.426371
RABEP1	14.990882999999998	15.415678	14.785071	15.100262	14.926806	15.610238	15.261818	14.90765	15.715873	15.370954	16.005109	15.501362	15.487573	16.278139000000003	14.821712	14.864698	16.483564	13.967975	13.979817	13.37739	16.260104000000002	16.486519	16.052032999999998
RRP9	16.908241	16.815254	17.543224	16.943554000000002	16.210955	17.099794	9.965816	13.901756	12.060775	17.921183	19.626188	18.154427	18.505228	18.891424	18.342384	18.200581	17.052629	12.730366	13.252482999999998	13.589681	17.599869	19.516766	17.883705
CBFA2T2	1.835998	1.978708	2.071218	1.837366	1.5399120000000002	1.842772	3.035944	3.104848	2.918251	1.910095	2.042264	1.911856	2.1904220000000003	2.085469	2.028993	2.049465	2.022662	3.35448	2.838085	3.20256	2.128021	1.952165	1.963423
ATG12	13.217015	12.407869	11.815161	12.621103	12.450914	13.507751	11.498714	12.009596	12.047694	12.78805	12.494599	13.049062	12.502479	12.302229	11.695679	12.443219	12.679097	12.66802	11.573046	12.236217	12.914886	12.744805	13.046503
PDCD5	74.501633	77.452587	79.703731	81.029739	80.321387	71.36874399999998	67.10569	83.459165	77.887557	77.80869399999997	75.307437	80.453542	88.830906	91.65903	90.731529	90.596881	88.446078	80.642617	86.955799	84.008871	93.127132	91.716796	86.667728
SYNGR3	0.391242	0.361658	0.524184	0.5941649999999999	0.609039	0.415674	1.112355	1.7145130000000002	1.621682	0.538744	0.437138	0.344938	0.28477	0.289972	0.54813	0.598252	0.423867	1.669301	1.220186	1.837596	0.281008	0.212455	0.363356
SYNGR2	19.590545	21.396556	21.298883	20.563502	21.551415	19.210326	29.243244	31.483895	31.885965	19.306217	21.397	20.142538	17.732919	16.162503	19.545644	18.114472	18.241197	30.685127	29.788205	30.601756	17.476989	16.923645	16.771335
SYNGR1	2.160297	2.0293330000000003	1.123113	1.575201	1.959779	1.639582	2.575673	3.029134	2.671609	2.347251	1.577385	1.88054	1.969608	1.727509	1.871266	1.525015	1.616988	2.834894	3.286696	2.47448	1.928411	1.736665	1.391684
HGS	45.14241	46.996273	45.502644	45.376282	45.337395	46.55138400000001	39.482609	42.454906	40.68766	46.221397	47.845188	45.704273	45.679413	44.063961	46.832664	46.79911	42.761326	39.961926	40.107246	39.341476	46.202164	45.76553300000001	45.981266
NEMF	9.599507	9.680361	8.829024	9.822427	9.472425	10.024103	8.90051	7.767705999999999	8.87588	9.655957	9.830016	8.927142	10.174345	11.05181	10.396514	9.548593	10.796855	8.442298	9.032316	7.993767999999998	11.012057	10.576216	10.853405
DYRK1B	3.422878	3.883113	4.701561	3.4261470000000003	3.5344870000000004	3.47867	3.188252	3.703398	3.681237	4.16788	3.396382	4.546652	3.45007	3.003327	3.673394	3.674626	3.26548	3.464935	3.77159	3.896758	3.644273000000001	2.782499	3.726006
CTDP1	8.205075	7.819644999999999	8.945588	8.822997	7.490405	8.054310000000001	5.2229199999999985	6.364712	5.9302470000000005	8.173611	8.26646	8.961072	8.33492	8.212858	9.076763	8.528037	7.974127	5.314673	5.94201	5.7021690000000005	7.996842999999998	8.713703	8.616935
EXO1	5.206889	4.519828	4.695626	4.714786	4.9678330000000015	4.6197339999999985	1.393398	1.422413	1.340459	4.455648	4.96316	4.987843	5.040178	5.025274	5.144175	4.786806	5.264183999999998	1.145159	1.415137	1.525145	5.288103	4.929503	5.598785
FIBP	40.333726	42.379714	42.97425	43.869466	40.864866	41.461693	34.61183	37.417279	34.31367	42.200277	42.276641	38.679076	39.481998	44.093408	46.978369	46.283368	39.413451	34.954599	40.965563	38.865117	44.253781	45.12684	46.575968
PCSK7	10.857774	12.976785	12.514361	13.250764000000002	11.407903999999998	10.476043	8.109549000000001	7.248350999999999	6.907371	11.319391	12.993803	11.41996	11.796431	10.813145	10.8396	10.252322	11.85321	6.2941410000000015	7.049139	6.553167	13.870252	15.178161	13.411553
DGKI	0.5091640000000001	0.433815	0.389136	0.598913	0.437995	0.486507	0.736104	0.690716	0.649892	0.440802	0.528308	0.491067	0.492075	0.497158	0.479438	0.498324	0.461613	0.676261	0.731904	0.6473300000000001	0.436205	0.493462	0.380386
EBAG9	3.965652	3.940288	3.874495	4.122966	4.384204	3.864492	2.958546	3.1133450000000003	3.24927	3.967785	4.07608	4.175019	4.550522	4.822458	4.255137	4.517412	4.176872	3.805763	3.377493	3.460963	4.300383	4.2881269999999985	4.889398
COX7A2L	30.129654	33.900632	35.075512	30.482464	31.871739	31.546318	33.462462	29.734792	29.162819	34.708496000000004	37.698095	32.343931	36.059805	29.792434000000004	31.924879	33.908253	35.533209	33.379557	31.680362	36.169539	32.096404	33.285194	37.550376
TMSB10	1960.526123	2007.921387	2006.126343	1964.379639	2121.361816	1963.500732	1621.053711	1891.858887	1752.352051	2043.057983	1938.110229	1946.611694	1941.143921	1913.504395	1954.569214	2006.343262	1881.964966	1877.079956	1962.335205	1901.962036	1923.464966	1867.140503	1886.925903
SCAF11	15.023060999999998	14.479341	13.87184	14.67641	12.764938	15.028624	14.728968	13.343229	13.697666	14.698707999999998	14.526225	15.062461	14.403935	14.371141	14.117478	13.032953	14.339668	14.111315	13.876724	13.662407	14.746835	14.150216	13.857498
LPAR2	0.379612	0.188899	0.3779	0.20995300000000006	0.226741	0.30956	0.483286	1.049786	0.341438	0.242236	0.344819	0.225671	0.194344	0.357026	0.329063	0.278018	0.366425	0.80643	0.525075	0.334795	0.246828	0.35472600000000004	0.310715
MYOM2	0.052067	0.025685000000000003	0.065683	0.037145	0.127143	0.088091	0.029172000000000007	0.0	0.08087799999999999	0.057254	0.02827	0.102442	0.142713	0.082876	0.054711	0.04366	0.125997	0.047796	0.070504	0.06439500000000001	0.035584	0.095844	0.058961
IL1RL1	0.17115999999999998	0.060304	0.202178	0.264038	0.232284	0.213593	1.161735	1.76001	1.231577	0.100082	0.127156	0.239508	0.92683	0.785719	0.786705	0.834147	0.692049	2.011131	2.313891	2.512982	0.403736	0.884441	0.776262
MAP3K13	8.189226	9.424111	8.203161999999999	7.31579	8.298459	9.284983	6.816732000000001	6.417519	7.112247999999999	8.907239	7.887225999999999	9.370191	7.003008	7.952881	6.75135	8.968591	7.991103	6.173236	6.282646	6.916875	8.031389	7.567077999999999	8.430098
AP4M1	6.6200990000000015	6.6839960000000005	5.534173	6.396532	5.518513	5.407007	4.575659	4.681545	4.556882	6.116303	6.28333	5.53911	4.619447	4.6742940000000015	4.781945	5.143201	5.8396050000000015	4.624139	4.942507	5.139871	5.867019	6.886697	6.181758
OSMR	18.749597	19.915013	18.710088	20.132295000000006	18.768072	20.24896	22.918358	20.934336	21.940433	18.901592	19.724981	17.674623	21.753551	21.309122	20.465544	20.457005	21.610137	25.085202	24.686312	23.805076	20.947777	21.597639	21.928432
ARHGEF2	18.696005	18.913212	20.256185	18.868511	19.30545	18.605249	18.000446	19.210141	18.039174	20.12452	19.856429	18.865161	18.885929	19.67789	19.003445000000006	17.544378	17.47985	16.450488	17.052409	16.900157	19.752983	18.715895	19.534854
RASSF9	0.196543	0.138199	0.108678	0.15696300000000002	0.153142	0.16884200000000002	0.050146	0.038731	0.093126	0.112861	0.144324	0.153239	0.053104	0.035645	0.083925	0.074114	0.077002	0.025292	0.14641600000000002	0.102854	0.093454	0.082524	0.140193
ZW10	11.131521	10.970653	10.643904	11.629167	10.790513	10.71749	4.848875	5.833662	5.391061	11.70629	11.160698	11.547871	10.325638	10.694581	11.958617	11.680435	11.645847	5.5967449999999985	5.772971	5.6598169999999985	11.757482	10.899893	11.711704
BUB3	29.363674	25.407643	26.524315	25.951118	25.763939	26.735570000000006	23.882639	19.068261	27.202339	35.086718	27.013816	29.348283	27.139292	28.565539	30.846839000000006	28.296279	26.362128	21.896778	24.441819	27.464249	30.053885	28.427561	26.291319
REPS2	0.355496	0.319975	0.406503	0.353281	0.27941	0.42605	0.476598	0.405964	0.330369	0.421478	0.353709	0.2969	0.216994	0.201084	0.255523	0.206515	0.17662	0.287526	0.315958	0.353847	0.31314699999999995	0.209998	0.301034
SLC24A1	1.46201	1.467823	1.5650620000000002	1.496246	0.983788	1.603415	1.236664	1.017351	1.109742	1.46523	1.3770950000000002	1.110269	1.339788	1.33956	1.150036	1.037843	1.425917	1.109694	1.612192	1.630209	1.20727	1.641123	1.452238
DDX21	72.119782	68.217927	70.94569	76.47614399999998	68.054784	74.80923299999998	57.344552	56.553146	58.964637	71.741191	74.098268	69.123407	75.492041	75.065698	72.89704	72.64371700000002	75.65133399999998	62.03426	61.307481	62.308587	78.37151300000002	76.258255	74.709778
ZBED1	5.987166	6.2046230000000016	5.847003	5.633585	5.199743	5.178516	3.706674	3.891599	4.002093	5.817372	5.854311	5.657673	4.9840480000000005	5.120176	5.364033	5.332304	5.07038	3.789761	3.94078	3.961234	5.164941000000002	5.212862	5.0123989999999985
DEDD	11.512341	11.437152	12.356112	11.509817	12.188922	11.155579	9.913177	10.599652	10.285582000000002	11.788146	12.041812	11.054592	12.151236	12.002527	12.12542	12.183455	10.600773	10.452858	10.320502	10.44681	12.820489	10.887915	11.782758
SLC16A7	1.060294	0.964612	1.016135	1.139967	0.8619020000000001	1.020751	1.7139970000000002	1.464471	1.2796809999999998	0.884674	0.978651	0.990279	1.137719	1.106307	0.92636	1.012989	1.137305	1.622292	1.417406	1.38617	1.013128	1.086619	0.975739
KCNAB3	0.368985	0.310694	0.483228	0.53782	0.398795	0.44835	0.370296	0.652763	0.731382	0.457384	0.314897	0.4714350000000001	0.442733	0.411147	0.4375850000000001	0.408126	0.50853	0.699055	0.7303689999999999	0.538543	0.329496	0.450985	0.598643
SLC33A1	8.778931	7.237771	7.355780999999999	5.515573000000002	6.699814999999999	6.762588	6.4384169999999985	6.7109440000000005	7.128866	8.455283	6.941638	7.493849000000001	7.203289	9.099221	5.822163	5.730968	6.949267	6.595837	6.394133999999998	6.730975999999999	5.765345	7.409231	7.64098
HACD1	6.557113	7.448482	6.688675	5.710216	4.764399	6.571935000000001	7.7666210000000016	10.040727	9.017689	5.336456	5.642464	5.591146	4.831517	4.893251	4.952139	5.2014830000000005	7.517089	9.537249	9.835229	9.124874	5.59819	5.687838	5.2876080000000005
DCLK1	1.263585	1.19	1.208667	1.353721	1.2695610000000002	1.6783099999999995	2.113602	1.905788	2.0358650000000003	1.102472	1.263808	1.294884	2.576463	2.9173880000000003	2.481964	2.315847	2.393934	2.197679	1.9514240000000005	2.391608	2.733161	2.831575	2.57764
ZMYM4	10.914152	11.148893	10.755647	11.361931	9.794617	10.842172	8.91876	8.675227	9.135553	10.995862	10.951394	10.266503	11.408757	12.498264	11.436397	10.936568	11.588616	9.590109	8.878855	8.944741	11.717398	11.512203	12.065395
ZMYM3	6.689937	6.642417999999998	7.3347630000000015	6.943303	5.826431	6.508794	5.705844	5.312977	5.904682	7.052173	6.798294	6.237814	6.550509	6.627967999999999	6.500513	5.840605	6.376172	6.48595	6.311806	6.751550999999999	6.325059	6.414291	6.450885
ZMYM6	2.976289	3.006265	2.629281	2.85986	2.940186	2.877134	2.533264	2.167932	2.318832	2.824701	3.057481	2.8182400000000003	3.169996	3.071364	2.6805	2.791338	2.567228	2.3634880000000003	2.094601	2.453737	2.869812	2.96303	3.175281
ZMYM5	2.388896	3.200895	2.343944	2.716217	2.758168	3.277795	3.073718	2.6761220000000003	2.446742	3.261105	3.119365	2.998663	2.75926	2.889076	3.133132	2.773802	3.436857	2.920179	2.755732	3.3593040000000003	3.278217	3.826633	2.921056
LRRFIP1	21.158713	17.50865	20.072341	21.648824	16.035497	18.828945	13.103756	12.9769	14.101582999999998	18.602378	20.787765	17.529991	18.658002	17.779831	18.37705	18.520996	20.005996	11.883783	12.655658	11.670912	21.204536	19.157228	19.986993
LRRFIP2	21.880371	23.942707	21.988623	21.803258	20.253285	22.099123	20.937365	20.025177	18.896849	23.681957	22.434415	23.518008	23.900694	23.241172	22.221039	21.615966	22.536616	18.640181	19.63411	18.941168	24.443033	24.360385	23.532984
AURKB	22.339905	21.303737	20.861628	21.657476000000006	21.449764	20.668772	7.7767050000000015	7.249617999999999	7.7229990000000015	20.588089	22.067512	21.342682	21.061873	22.609323	23.407767	23.974287	23.180624	7.472017	8.313612	6.895367	21.595431	20.902483	20.959504000000006
XPR1	6.281569	6.245398000000002	6.377601	6.312465	5.701907	6.8935960000000005	5.6030370000000005	5.062455	5.765213	6.340329	5.9887510000000015	6.610051	6.358164	6.670719999999998	5.64913	6.051747	6.765333999999998	6.126482	6.075968	5.914776	5.889313	6.560913	6.428085
LARGE1	1.948087	2.1430580000000004	1.82944	1.905425	1.7674729999999998	2.109619	2.266127	2.375013	1.837624	1.970328	1.933626	1.7559900000000002	1.679705	2.543779	2.184337	2.166268	1.706706	1.696159	2.427019	1.89493	2.066291	1.978112	1.978342
VAPB	8.200861	8.425958999999999	8.617633999999999	8.391425	7.903339	7.953695	6.412177	6.665011	6.31311	8.560678	8.692662	8.951422	8.866854	8.517729	8.630931	8.246587	8.711136	6.925481	6.794467999999998	6.625054	9.135473	8.403093	8.916637
VAPA	19.336394	18.860212	18.750549	19.408143	18.889977	18.391918	15.548146	18.025476	16.943913000000002	18.477747	18.474149	18.790155	19.564155	21.061397	20.142281	19.714114	19.704007	16.80885	17.288629	16.544239	22.121003	20.894196	21.46205
MTA2	39.357959	38.737361	36.923575	40.076358	35.948504	39.327947	24.851065	27.993056	27.726862	39.637807	38.94271	39.065757	40.036542	39.42968	41.425491	40.580792	40.203724	27.354968	27.679472	26.903992	38.199846	40.593189	40.566517
TIAF1	0.05256	0.022363	0.013602	0.008781	0.013922	0.017512	0.115943	0.103445	0.032704000000000004	0.059611	0.009451	0.088994	0.032316000000000004	0.07141	0.017805	0.075971	0.111943	0.041274	0.055826	0.074974	0.058504	0.015353	0.020415
NOLC1	46.96948	45.649171	45.011221	46.40789	43.252312	45.417944	35.683048	39.551334	37.576784	46.556656	44.971544	44.488552	49.916848	48.717211	49.26167	49.553234	50.731491	43.544845	41.39536500000001	40.417945	51.790023	51.154838	49.624305
MAGI1	2.414857	2.093332	2.365124	2.344335	2.23297	2.335746	2.058517	2.189225	2.083329	2.390222	2.529893	2.409022	1.776636	1.745715	1.796788	1.6725259999999995	1.615747	1.7858330000000002	1.846956	1.470955	1.725268	1.769073	1.828878
RAB11B	35.984043	38.11542100000001	33.185989	33.618652000000004	35.371769	35.268906	34.56282	39.965023	36.872322	35.43317000000001	33.76947	37.648952	35.103817	33.621811	34.78653	32.869316	30.381239	36.670433	35.386425	34.694702	32.727158	34.768806	32.85041
DLG5	9.755349	10.865091	10.527142	10.409732	8.957205	9.863958	8.998833	7.565902	7.8891149999999985	9.58239	10.008142	9.822653	9.626073	9.856875	9.849373	8.848453	9.876526	8.220018	7.827935000000001	7.973053	9.366394	9.873631	9.493666
